0.380000 0.913926
0.384000 0.912126
0.388000 0.910247
0.392000 0.908285
0.396000 0.906235
0.400000 0.904089
0.404000 0.901841
0.408000 0.899483
0.412000 0.897006
0.416000 0.894402
0.420000 0.891660
0.424000 0.888769
0.428000 0.885715
0.432000 0.882484
0.436000 0.879061
0.440000 0.875425
0.444000 0.871557
0.448000 0.867433
0.452000 0.863025
0.456000 0.858300
0.460000 0.853223
0.464000 0.847749
0.468000 0.841827
0.472000 0.835394
0.476000 0.828375
0.480000 0.820675
0.484000 0.812179
0.488000 0.802738
0.492000 0.792162
0.496000 0.780210
0.500000 0.766573
0.504000 0.750869
0.508000 0.732636
0.512000 0.711353
0.516000 0.686479
0.520000 0.657545
0.524000 0.624291
0.528000 0.586869
0.532000 0.546079
0.536000 0.503624
0.540000 0.462302
0.544000 0.426079
0.548000 0.399947
0.552000 0.389508
0.556000 0.400300
0.560000 0.436900
0.564000 0.501986
0.568000 0.595526
0.572000 0.714323
0.576000 0.852077
0.580000 1.000000
0.584000 1.147923
0.588000 1.285677
0.592000 1.404474
0.596000 1.498014
0.600000 1.563100
0.604000 1.599700
0.608000 1.610492
0.612000 1.600053
0.616000 1.573921
0.620000 1.537698
0.624000 1.496376
0.628000 1.453921
0.632000 1.413131
0.636000 1.375709
0.640000 1.342455
0.644000 1.313521
0.648000 1.288647
0.652000 1.267364
0.656000 1.249131
0.660000 1.233427
0.664000 1.219790
0.668000 1.207838
0.672000 1.197262
0.676000 1.187821
0.680000 1.179325
0.684000 1.171625
0.688000 1.164606
0.692000 1.158173
0.696000 1.152251
0.700000 1.146777
0.704000 1.141700
0.708000 1.136975
0.712000 1.132567
0.716000 1.128443
0.720000 1.124575
0.724000 1.120939
0.728000 1.117516
0.732000 1.114285
0.736000 1.111231
0.740000 1.108340
0.744000 1.105598
0.748000 1.102994
0.752000 1.100517
0.756000 1.098159
0.760000 1.095911
0.764000 1.093765
0.768000 1.091715
0.772000 1.089753
0.776000 1.087874
