0.380000 0.979468
0.384000 0.952648
0.388000 0.963231
0.392000 0.950682
0.396000 0.949326
0.400000 0.952125
0.404000 0.947273
0.408000 0.946622
0.412000 0.944927
0.416000 0.949150
0.420000 0.944256
0.424000 0.941864
0.428000 0.938235
0.432000 0.948982
0.436000 0.934742
0.440000 0.932420
0.444000 0.947994
0.448000 0.928292
0.452000 0.936530
0.456000 0.923126
0.460000 0.938240
0.464000 0.936159
0.468000 0.914221
0.472000 0.911074
0.476000 0.909881
0.480000 0.911909
0.484000 0.905619
0.488000 0.907158
0.492000 0.889415
0.496000 0.879857
0.500000 0.877060
0.504000 0.863234
0.508000 0.860388
0.512000 0.929337
0.516000 0.827922
0.520000 0.920484
0.524000 0.917425
0.528000 0.769083
0.532000 0.757552
0.536000 0.816317
0.540000 0.735964
0.544000 0.740809
0.548000 0.678959
0.552000 0.717946
0.556000 0.634967
0.560000 0.802309
0.564000 0.865766
0.568000 0.862183
0.572000 0.766243
0.576000 0.937048
0.580000 0.992591
0.584000 1.037622
0.588000 1.099124
0.592000 1.207808
0.596000 1.226546
0.600000 1.185040
0.604000 1.304004
0.608000 1.246424
0.612000 1.212626
0.616000 1.151435
0.620000 1.252935
0.624000 1.221711
0.628000 1.249653
0.632000 1.194441
0.636000 1.159981
0.640000 1.192825
0.644000 1.174993
0.648000 1.160174
0.652000 1.148110
0.656000 1.125314
0.660000 1.128526
0.664000 1.097413
0.668000 1.069476
0.672000 1.103472
0.676000 1.097446
0.680000 1.089332
0.684000 1.074320
0.688000 1.089673
0.692000 1.086096
0.696000 1.081996
0.700000 1.070567
0.704000 1.065506
0.708000 1.016389
0.712000 1.051515
0.716000 1.069700
0.720000 1.067580
0.724000 1.065438
0.728000 1.056176
0.732000 1.061950
0.736000 1.060138
0.740000 1.000146
0.744000 1.056156
0.748000 1.055253
0.752000 1.054438
0.756000 1.053154
0.760000 1.039450
0.764000 1.048136
0.768000 1.019182
0.772000 1.039684
0.776000 1.044675
